FeatureID	fraction_uncultivated_cultivated	abundance	Taxon
o__JABWAM01	1	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__JABWAM01
o__Pedosphaerales	0.9838709677419355	76.49699398797596	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales
o__Palsa-1439	1	89.15384615384616	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Palsa-1439
o__Opitutales	0.8625954198473282	58.687924016282224	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales
o__RFP12	1	85.87272727272727	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__RFP12
o__UBA8416	1	68.3076923076923	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__UBA8416
o__CAIKKV01	1	35.5	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__CAIKKV01
o__UBA8416_A	1	52.0	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__UBA8416_A
o__JAAZAB01	1	74.66666666666667	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__JAAZAB01
o__Kiritimatiellales	0.6666666666666666	14.512195121951219	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__Kiritimatiellales
o__RZYC01	1	39.0	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__RZYC01
o__SLAD01	1	73.53846153846153	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__SLAD01
o__SS1-B-03-39	1	172.14285714285714	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__SS1-B-03-39
o__LD1-PB3	1	93.34375	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__LD1-PB3
o__B70-G9	1	29.0	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__B70-G9
o__Victivallales	0.9166666666666666	92.85714285714286	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Victivallales
o__UBA1407	1	90.28571428571429	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__UBA1407
o__Lentisphaerales	0.5	45.333333333333336	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Lentisphaerales
o__Chlamydiales	0.42	35.44210526315789	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales
o__2-12-FULL-49-11	1	42.3	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__2-12-FULL-49-11
o__UBA3054	1	111.9	d__Bacteria; p__UBA3054; c__UBA3054; o__UBA3054
o__PUNC01	1	78.16666666666667	d__Bacteria; p__Aureabacteria_A; c__PUNC01; o__PUNC01
o__Pirellulales	0.8080808080808081	84.90322580645162	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales
o__Planctomycetales	0.7333333333333333	86.57222222222222	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales
o__Gemmatales	0.75	117.82300884955752	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales
o__Isosphaerales	0.25	53.357142857142854	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales
o__Phycisphaerales	0.9878048780487805	143.4857142857143	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales
o__UBA1161	1	160.78947368421052	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1161
o__WQYP01	1	95.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__WQYP01
o__SM23-33	1	98.63157894736842	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__SM23-33
o__UBA1845	1	241.22448979591837	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845
o__JAAYCJ01	1	0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__JAAYCJ01
o__Sedimentisphaerales	0.8666666666666667	115.66666666666667	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales
o__FEN-1346	1	50.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__FEN-1346
o__Brocadiales	0.7222222222222222	21.0	d__Bacteria; p__Planctomycetota; c__Brocadiae; o__Brocadiales
o__SM23-32	1	36.0	d__Bacteria; p__Planctomycetota; c__Brocadiae; o__SM23-32
o__PUPC01	1	67.0	d__Bacteria; p__Planctomycetota; c__PUPC01; o__PUPC01
o__DSUN01	1	169.875	d__Bacteria; p__Planctomycetota; c__PUPC01; o__DSUN01
o__MHYJ01	1	70.0	d__Bacteria; p__Planctomycetota; c__MHYJ01; o__MHYJ01
o__WSZJ01	1	69.5	d__Bacteria; p__Planctomycetota; c__MHYJ01; o__WSZJ01
o__UBA1135	1	161.93421052631578	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135
o__UBA2386	1	325.5263157894737	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA2386
o__B15-G4	1	184.83333333333334	d__Bacteria; p__Planctomycetota; c__UBA1135; o__B15-G4
o__GCA-002687715	1	118.0	d__Bacteria; p__Planctomycetota; c__GCA-002687715; o__GCA-002687715
o__UBA1146	1	161.73333333333332	d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA1146
o__UBA8108	1	176.57142857142858	d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA8108
o__UBA8890	1	274.11538461538464	d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA8890
o__UBA2392	1	61.0	d__Bacteria; p__Planctomycetota; c__UBA8742; o__UBA2392
o__SRT547	1	26.0	d__Bacteria; p__Planctomycetota; c__J132; o__SRT547
o__UBA11346	1	160.83333333333334	d__Bacteria; p__Planctomycetota; c__UBA11346; o__UBA11346
o__SZUA-567	1	43.6	d__Bacteria; p__Planctomycetota; c__SZUA-567; o__SZUA-567
o__Hydrogenedentiales	1	113.11666666666666	d__Bacteria; p__Hydrogenedentota; c__Hydrogenedentia; o__Hydrogenedentiales
o__SURF-5	1	28.5	d__Bacteria; p__Abyssubacteria; c__SURF-5; o__SURF-5
o__UBA8349	1	23.0	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__UBA8349
o__SLMS01	1	27.5	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__SLMS01
o__Sumerlaeales	1	125.33333333333333	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales
o__OLB16	1	23.0	d__Bacteria; p__OLB16; c__OLB16; o__OLB16
o__SURF-12	1	178.42857142857142	d__Bacteria; p__OLB16; c__OLB16; o__SURF-12
o__Elusimicrobiales	0.9375	87.80722891566265	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Elusimicrobiales
o__UBA1565	1	199.06666666666666	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__UBA1565
o__2-02-FULL-39-32	1	49.0	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__2-02-FULL-39-32
o__F11	1	33.0	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__F11
o__Endomicrobiales	0.8571428571428571	32.470588235294116	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__Endomicrobiales
o__PHAN01	1	44.333333333333336	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__PHAN01
o__CG1-02-37-114	1	39.0	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__CG1-02-37-114
o__DTEH01	1	53.0	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__DTEH01
o__UBA8919	1	58.833333333333336	d__Bacteria; p__Elusimicrobiota; c__UBA8919; o__UBA8919
o__UBA6262	1	31.0	d__Bacteria; p__UBA6262; c__UBA6262; o__UBA6262
o__WVXT01	1	0	d__Bacteria; p__UBA6262; c__UBA6262; o__WVXT01
o__CG03	1	67.5	d__Bacteria; p__CG03; c__CG03; o__CG03
o__SLGR01	1	58.57142857142857	d__Bacteria; p__CG03; c__SLGR01; o__SLGR01
o__Aerophobales	1	23.4	d__Bacteria; p__Aerophobota; c__Aerophobia; o__Aerophobales
o__UBA1551	1	46.4	d__Bacteria; p__Desantisbacteria; c__UBA1551; o__UBA1551
o__UBA7526	1	7.0	d__Bacteria; p__UBP18; c__UBA7526; o__UBA7526
o__CG2-30-40-21	1	22.0	d__Bacteria; p__UBA9089; c__CG2-30-40-21; o__CG2-30-40-21
o__GIF10	1	49.45454545454545	d__Bacteria; p__Omnitrophota; c__Koll11; o__GIF10
o__UBA1572	0.75	22.333333333333332	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA1572
o__1-14-0-20-42-13	1	46.0	d__Bacteria; p__Omnitrophota; c__Koll11; o__1-14-0-20-42-13
o__UBA10015	1	81.66666666666667	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA10015
o__4484-171	1	59.16	d__Bacteria; p__Omnitrophota; c__Koll11; o__4484-171
o__UBA1560	1	44.72727272727273	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA1560
o__JABMRJ01	1	0	d__Bacteria; p__Omnitrophota; c__Koll11; o__JABMRJ01
o__UBA10183	1	41.0	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA10183
o__UBA6215	1	50.625	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA6215
o__JABMRG01	1	42.833333333333336	d__Bacteria; p__Omnitrophota; c__Koll11; o__JABMRG01
o__UBA9649	1	53.1	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA9649
o__2-02-FULL-51-18	1	60.0	d__Bacteria; p__Omnitrophota; c__Koll11; o__2-02-FULL-51-18
o__Omnitrophales	1	80.6	d__Bacteria; p__Omnitrophota; c__Omnitrophia; o__Omnitrophales
o__4484-213	1	19.333333333333332	d__Bacteria; p__Omnitrophota; c__4484-213; o__4484-213
o__B48-G9	1	43.72	d__Bacteria; p__Ratteibacteria; c__UBA8468; o__B48-G9
o__NPL-UPA2	1	12.0	d__Bacteria; p__NPL-UPA2; c__NPL-UPA2; o__NPL-UPA2
o__CAIJMQ01	1	15.0	d__Bacteria; p__CAIJMQ01; c__CAIJMQ01; o__CAIJMQ01
o__WGA-4E	1	99.58974358974359	d__Bacteria; p__Poribacteria; c__WGA-4E; o__WGA-4E
o__D2-FULL-39-29	1	64.6	d__Bacteria; p__Firestonebacteria; c__D2-FULL-39-29; o__D2-FULL-39-29
o__PGYV01	1	123.54545454545455	d__Bacteria; p__Goldbacteria; c__PGYV01; o__PGYV01
o__Palsa-1180	1	180.9	d__Bacteria; p__FCPU426; c__Palsa-1180; o__Palsa-1180
o__Treponematales	0.7021276595744681	30.805172413793102	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales
o__Spirochaetales_A	0	33.57142857142857	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_A
o__Spirochaetales_C	0.8333333333333334	51.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_C
o__SZUA-6	1	61.916666666666664	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__SZUA-6
o__SPDA01	1	31.5	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__SPDA01
o__CADAEX01	1	41.833333333333336	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__CADAEX01
o__DSM-16054	0	12.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__DSM-16054
o__JC444	0.5	48.333333333333336	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__JC444
o__Sphaerochaetales	0.8333333333333334	37.53398058252427	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Sphaerochaetales
o__Spirochaetales_D	1	41.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_D
o__Spirochaetales_E	0.75	8.321428571428571	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_E
o__JABEVK01	1	38.25	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__JABEVK01
o__WRBN01	1	7.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__WRBN01
o__Borreliales	0	0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Borreliales
o__GWE2-31-10	1	176.8	d__Bacteria; p__Spirochaetota; c__GWE2-31-10; o__GWE2-31-10
o__JAAYUW01	1	39.666666666666664	d__Bacteria; p__Spirochaetota; c__JAAYUW01; o__JAAYUW01
o__B62-G9	1	46.25	d__Bacteria; p__Spirochaetota; c__B62-G9; o__B62-G9
o__Brachyspirales	0.07692307692307693	2.8181818181818183	d__Bacteria; p__Spirochaetota; c__Brachyspirae; o__Brachyspirales
o__UBA12135	1	21.0	d__Bacteria; p__Spirochaetota; c__UBA12135; o__UBA12135
o__Brevinematales	0.6666666666666666	94.11111111111111	d__Bacteria; p__Spirochaetota; c__Brevinematia; o__Brevinematales
o__Leptospirales	0.0684931506849315	295.2647058823529	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales
o__Turneriellales	0.5	27.285714285714285	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Turneriellales
o__UBA4802	1	221.2987012987013	d__Bacteria; p__Spirochaetota; c__UBA4802; o__UBA4802
o__UBA8481	1	24.0	d__Bacteria; p__UBA8481; c__UBA8481; o__UBA8481
o__T1Sed10-126	1	78.0	d__Bacteria; p__T1Sed10-126; c__T1Sed10-126; o__T1Sed10-126
o__Fusobacteriales	0.2028985507246377	11.235408560311283	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales
o__Ozemobacterales	1	432.23809523809524	d__Bacteria; p__Riflebacteria; c__Ozemobacteria; o__Ozemobacterales
o__UBA6191	1	470.6470588235294	d__Bacteria; p__UBP17; c__UBA6191; o__UBA6191
o__UBA9980	1	206.0	d__Bacteria; p__Wallbacteria; c__UBA9980; o__UBA9980
o__UBA9983_A	1	58.86910197869102	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A
o__SW-4-49-11	1	79.3	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__SW-4-49-11
o__Paceibacterales	1	41.793103448275865	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales
o__Portnoybacterales	1	42.0	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Portnoybacterales
o__WO2-41-13	1	68.5	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__WO2-41-13
o__UBA9983	1	35.25	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983
o__Ryanbacterales	1	59.333333333333336	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Ryanbacterales
o__Sungbacterales	1	67.05882352941177	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Sungbacterales
o__Spechtbacterales	1	33.5	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Spechtbacterales
o__2-02-FULL-40-12	1	58.03703703703704	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__2-02-FULL-40-12
o__Terrybacterales	1	43.25	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Terrybacterales
o__GWC2-36-17	1	47.0	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__GWC2-36-17
o__UBA10092	1	52.0	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA10092
o__UBA6257	1	53.33552631578947	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257
o__Moranbacterales	1	81.456	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Moranbacterales
o__SG8-24	1	79.33333333333333	d__Bacteria; p__Patescibacteria; c__ABY1; o__SG8-24
o__Magasanikbacterales	1	61.46478873239437	d__Bacteria; p__Patescibacteria; c__ABY1; o__Magasanikbacterales
o__GWA2-46-9	1	69.63636363636364	d__Bacteria; p__Patescibacteria; c__ABY1; o__GWA2-46-9
o__BM507	1	76.04385964912281	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507
o__Buchananbacterales	1	73.11111111111111	d__Bacteria; p__Patescibacteria; c__ABY1; o__Buchananbacterales
o__UBA11705	1	68.75	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA11705
o__CAIXNZ01	1	66.2	d__Bacteria; p__Patescibacteria; c__ABY1; o__CAIXNZ01
o__UBA2591	1	47.05555555555556	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2591
o__UBA1558	1	66.65517241379311	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA1558
o__UBA2196	1	51.5	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2196
o__Veblenbacterales	1	58.714285714285715	d__Bacteria; p__Patescibacteria; c__ABY1; o__Veblenbacterales
o__UBA2169	1	67.85714285714286	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2169
o__UBA9629	1	41.0	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA9629
o__SBBC01	1	74.44444444444444	d__Bacteria; p__Patescibacteria; c__ABY1; o__SBBC01
o__UBA9570	1	52.875	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA9570
o__UM-FILTER-42-10	1	54.5	d__Bacteria; p__Patescibacteria; c__ABY1; o__UM-FILTER-42-10
o__UBA920	1	69.1875	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920
o__UBA10190	1	62.57142857142857	d__Bacteria; p__Patescibacteria; c__Andersenbacteria; o__UBA10190
o__Saccharimonadales	0.8247422680412371	54.90684931506849	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales
o__UBA4664	1	74.91666666666667	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__UBA4664
o__CAILAD01	1	65.25	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__CAILAD01
o__UBA1875	1	46.30769230769231	d__Bacteria; p__Patescibacteria; c__CPR2; o__UBA1875
o__CPR2	1	45.0	d__Bacteria; p__Patescibacteria; c__CPR2; o__CPR2
o__Kazan-3B-28	1	46.2	d__Bacteria; p__Patescibacteria; c__Kazan-3B-28; o__Kazan-3B-28
o__GWA2-35-9	1	23.6	d__Bacteria; p__Patescibacteria; c__UBA1384; o__GWA2-35-9
o__UBA1384	1	38.27272727272727	d__Bacteria; p__Patescibacteria; c__UBA1384; o__UBA1384
o__UBA12157	1	44.5	d__Bacteria; p__Patescibacteria; c__UBA1384; o__UBA12157
o__2-12-FULL-50-11	1	43.0	d__Bacteria; p__Patescibacteria; c__UBA1384; o__2-12-FULL-50-11
o__XYA2-FULL-43-10	1	60.63157894736842	d__Bacteria; p__Patescibacteria; c__UBA1384; o__XYA2-FULL-43-10
o__Peribacterales	1	117.0	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales
o__UM-FILTER-43-11	1	79.0	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UM-FILTER-43-11
o__UBA4473	1	64.5	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UBA4473
o__UBA1369	1	77.13636363636364	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UBA1369
o__BD1-5	0.8	57.22666666666667	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__BD1-5
o__Absconditabacterales	0.9	80.46315789473684	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacterales
o__JACMRA01	1	83.4	d__Bacteria; p__Patescibacteria; c__JACMRA01; o__JACMRA01
o__GWA2-44-7	1	76.8135593220339	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__GWA2-44-7
o__UBA12405	1	65.9	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA12405
o__UM-FILTER-40-11	1	44.0	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UM-FILTER-40-11
o__UBA1400	1	79.09009009009009	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1400
o__Levybacterales	1	76.325	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Levybacterales
o__UBA10105	1	138.15151515151516	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA10105
o__2-02-FULL-39-11	1	109.77777777777777	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11
o__UBA1406	1	76.62121212121212	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1406
o__GCA-001788215	1	56.5	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__GCA-001788215
o__Daviesbacterales	1	79.8	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales
o__Curtissbacterales	1	71.46666666666667	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Curtissbacterales
o__Woykebacterales	1	50.0	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Woykebacterales
o__UBA101185	0.9473684210526315	37.9375	d__Bacteria; p__Patescibacteria; c__WWE3; o__UBA101185
o__2-01-FULL-39-13	1	23.25	d__Bacteria; p__Patescibacteria; c__WWE3; o__2-01-FULL-39-13
o__9FT-COMBO-53-11	1	17.5	d__Bacteria; p__Patescibacteria; c__WWE3; o__9FT-COMBO-53-11
o__4484-211	1	22.5	d__Bacteria; p__Patescibacteria; c__4484-211; o__4484-211
o__CPR3	1	30.0	d__Bacteria; p__Patescibacteria; c__CPR3; o__CPR3
o__SC72	1	69.0	d__Bacteria; p__Patescibacteria; c__Dojkabacteria; o__SC72
o__B142	1	44.55555555555556	d__Bacteria; p__Patescibacteria; c__Dojkabacteria; o__B142
o__CG2-30-54-11	1	20.5	d__Bacteria; p__Patescibacteria; c__CG2-30-54-11; o__CG2-30-54-11
o__UBA6099	1	200.75	d__Bacteria; p__UBP15; c__UBA6099; o__UBA6099
o__Thermotogales	0.21428571428571427	8.98076923076923	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Thermotogales
o__UBA12178	1	69.33333333333333	d__Bacteria; p__Thermotogota; c__Thermotogae; o__UBA12178
o__Petrotogales	0.2413793103448276	10.796296296296296	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Petrotogales
o__B21-G9	1	26.666666666666668	d__Bacteria; p__Thermotogota; c__Thermotogae; o__B21-G9
o__MWEM01	1	112.13725490196079	d__Bacteria; p__Thermotogota; c__Thermotogae; o__MWEM01
o__Mesoaciditogales	0.5	14.0	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Mesoaciditogales
o__Bipolaricaulales	0.9333333333333333	35.774193548387096	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales
o__UBA7950	1	86.8780487804878	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__UBA7950
o__RBG-16-55-9	1	104.5	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__RBG-16-55-9
o__Caldisericales	0.8333333333333334	15.0	d__Bacteria; p__Caldisericota; c__Caldisericia; o__Caldisericales
o__Cryosericales	0.2	8.333333333333334	d__Bacteria; p__Caldisericota; c__Caldisericia; o__Cryosericales
o__B22-G15	1	39.57142857142857	d__Bacteria; p__Caldisericota; c__Caldisericia; o__B22-G15
o__JAAYUI01	1	164.42857142857142	d__Bacteria; p__Caldisericota; c__Caldisericia; o__JAAYUI01
o__UBA6126	1	67.625	d__Bacteria; p__Caldisericota; c__Caldisericia; o__UBA6126
o__Coprothermobacterales	0.3333333333333333	38.5	d__Bacteria; p__Coprothermobacterota; c__Coprothermobacteria; o__Coprothermobacterales
o__Thermodesulfobiales	0	0	d__Bacteria; p__Thermodesulfobiota; c__Thermodesulfobiia; o__Thermodesulfobiales
o__Calescibacteriales	1	18.0	d__Bacteria; p__Calescibacterota; c__Calescibacteriia; o__Calescibacteriales
o__DRYD01	1	204.66666666666666	d__Bacteria; p__Calescibacterota; c__Calescibacteriia; o__DRYD01
o__UBA6624	1	112.76923076923077	d__Bacteria; p__UBP7; c__UBA6624; o__UBA6624
o__Dictyoglomales	0.3333333333333333	4.666666666666667	d__Bacteria; p__Dictyoglomota; c__Dictyoglomia; o__Dictyoglomales
o__JACIXR01	1	0	d__Bacteria; p__JACIXR01; c__JACIXR01; o__JACIXR01
o__DUMJ01	1	35.578947368421055	d__Bacteria; p__DUMJ01; c__DUMJ01; o__DUMJ01
o__Synergistales	0.5	12.005714285714285	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales
o__GBS-1	1	28.0	d__Bacteria; p__Synergistota; c__GBS-1; o__GBS-1
o__SB-45	1	14.75	d__Bacteria; p__Caldatribacteriota; c__JS1; o__SB-45
o__Caldatribacteriales	1	23.63157894736842	d__Bacteria; p__Caldatribacteriota; c__Caldatribacteriia; o__Caldatribacteriales
o__PCC-6307	0.7341040462427746	3.587548638132296	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-6307
o__Cyanobacteriales	0.2	9.140495867768594	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Cyanobacteriales
o__Phormidesmiales	0.38095238095238093	11.32	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Phormidesmiales
o__Elainellales	0.3333333333333333	7.625	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Elainellales
o__Leptolyngbyales	0.2222222222222222	12.458333333333334	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Leptolyngbyales
o__PCC-9006	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-9006
o__Synechococcales	0	0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Synechococcales
o__CACIAM-69d	1	2.5	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__CACIAM-69d
o__Thermosynechococcales	0	4.0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Thermosynechococcales
o__Pseudanabaenales	0.47058823529411764	8.564102564102564	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Pseudanabaenales
o__PCC-7336	0	2.0	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__PCC-7336
o__Gloeobacterales	0	32.8	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Gloeobacterales
o__Gastranaerophilales	0.9482758620689655	109.54545454545455	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Gastranaerophilales
o__Vampirovibrionales	1	232.25	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Vampirovibrionales
o__Obscuribacterales	1	615.9268292682926	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Obscuribacterales
o__Caenarcaniphilales	1	64.66666666666667	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__Caenarcaniphilales
o__2-02-FULL-35-15	1	192.4	d__Bacteria; p__Cyanobacteria; c__Vampirovibrionia; o__2-02-FULL-35-15
o__UBA7694	1	24.0	d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__UBA7694
o__S15B-MN24	1	195.4	d__Bacteria; p__Cyanobacteria; c__Sericytochromatia; o__S15B-MN24
o__GCA-2716485	1	84.38235294117646	d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__GCA-2716485
o__UBA817	1	129.9090909090909	d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__UBA817
o__SXXA01	1	64.875	d__Bacteria; p__Margulisbacteria; c__Marinamargulisbacteria; o__SXXA01
o__GWF2-35-9	1	50.666666666666664	d__Bacteria; p__Margulisbacteria; c__Riflemargulisbacteria; o__GWF2-35-9
o__Termititenacales	1	20.0	d__Bacteria; p__Margulisbacteria; c__Termititenacia; o__Termititenacales
o__O2-12-FULL-45-9	1	83.625	d__Bacteria; p__Margulisbacteria; c__WOR-1; o__O2-12-FULL-45-9
o__XYC2-FULL-46-14	1	62.75	d__Bacteria; p__Margulisbacteria; c__WOR-1; o__XYC2-FULL-46-14
