FeatureID	fraction_uncultivated_cultivated	abundance	Taxon	Random_type
o__OXYB2-FULL-49-7	1	55.0	d__Bacteria; p__Fibrobacterota; c__OXYB2-FULL-49-7; o__OXYB2-FULL-49-7	medium
o__Cloacimonadales	0.9130434782608695	28.842105263157894	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales	low
o__JGIOTU-2	1	24.90909090909091	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__JGIOTU-2	low
o__UBA2258	1	106.5	d__Bacteria; p__WOR-3; c__WOR-3; o__UBA2258	high
o__B3-TA06	1	133.42857142857142	d__Bacteria; p__WOR-3; c__WOR-3; o__B3-TA06	high
o__SM23-42	1	101.29166666666667	d__Bacteria; p__WOR-3; c__WOR-3; o__SM23-42	high
o__UBA1063	1	56.470588235294116	d__Bacteria; p__WOR-3; c__Hydrothermia; o__UBA1063	medium
o__LBFQ01	1	120.35	d__Bacteria; p__WOR-3; c__Hydrothermia; o__LBFQ01	high
o__UBA3073	1	42.0	d__Bacteria; p__WOR-3; c__UBA3073; o__UBA3073	low
o__32-111	1	126.44444444444444	d__Bacteria; p__WOR-3; c__32-111; o__32-111	high
o__QNBC01	1	22.25	d__Bacteria; p__WOR-3; c__32-111; o__QNBC01	low
o__E44-bin80	1	110.75	d__Bacteria; p__WOR-3; c__E44-bin80; o__E44-bin80	high
o__UBA3072	1	78.3	d__Bacteria; p__WOR-3; c__UBA3072; o__UBA3072	medium
o__Fermentibacterales	1	163.1219512195122	d__Bacteria; p__Fermentibacterota; c__Fermentibacteria; o__Fermentibacterales	high
o__Mcinerneyibacteriales	1	90.75	d__Bacteria; p__Mcinerneyibacteriota; c__Mcinerneyibacteria; o__Mcinerneyibacteriales	medium
o__Verrucomicrobiales	0.775	34.3401413982718	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales	low
o__Chthoniobacterales	0.948051948051948	75.4009900990099	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales	medium
o__Methylacidiphilales	0.4	61.5	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Methylacidiphilales	medium
o__JABWAM01	1	0	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__JABWAM01	low
o__Pedosphaerales	0.9838709677419355	76.49699398797596	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Pedosphaerales	medium
o__Palsa-1439	1	89.15384615384616	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Palsa-1439	medium
o__Opitutales	0.8625954198473282	58.687924016282224	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales	medium
o__RFP12	1	85.87272727272727	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__RFP12	medium
o__UBA8416	1	68.3076923076923	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__UBA8416	medium
o__CAIKKV01	1	35.5	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__CAIKKV01	low
o__UBA8416_A	1	52.0	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__UBA8416_A	medium
o__JAAZAB01	1	74.66666666666667	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__JAAZAB01	medium
o__Kiritimatiellales	0.6666666666666666	14.512195121951219	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__Kiritimatiellales	low
o__RZYC01	1	39.0	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__RZYC01	low
o__SLAD01	1	73.53846153846153	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__SLAD01	medium
o__SS1-B-03-39	1	172.14285714285714	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__SS1-B-03-39	high
o__LD1-PB3	1	93.34375	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__LD1-PB3	medium
o__B70-G9	1	29.0	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellae; o__B70-G9	low
o__Victivallales	0.9166666666666666	92.85714285714286	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Victivallales	medium
o__UBA1407	1	90.28571428571429	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__UBA1407	medium
o__Lentisphaerales	0.5	45.333333333333336	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Lentisphaerales	low
o__Chlamydiales	0.42	35.44210526315789	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__Chlamydiales	low
o__2-12-FULL-49-11	1	42.3	d__Bacteria; p__Chlamydiota; c__Chlamydiia; o__2-12-FULL-49-11	low
o__UBA3054	1	111.9	d__Bacteria; p__UBA3054; c__UBA3054; o__UBA3054	high
o__PUNC01	1	78.16666666666667	d__Bacteria; p__Aureabacteria_A; c__PUNC01; o__PUNC01	medium
o__Pirellulales	0.8080808080808081	84.90322580645162	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales	medium
o__Planctomycetales	0.7333333333333333	86.57222222222222	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales	medium
o__Gemmatales	0.75	117.82300884955752	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales	high
o__Isosphaerales	0.25	53.357142857142854	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales	medium
o__Phycisphaerales	0.9878048780487805	143.4857142857143	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales	high
o__UBA1161	1	160.78947368421052	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1161	high
o__WQYP01	1	95.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__WQYP01	medium
o__SM23-33	1	98.63157894736842	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__SM23-33	medium
o__UBA1845	1	241.22448979591837	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__UBA1845	high
o__JAAYCJ01	1	0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__JAAYCJ01	low
o__Sedimentisphaerales	0.8666666666666667	115.66666666666667	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Sedimentisphaerales	high
o__FEN-1346	1	50.0	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__FEN-1346	low
o__Brocadiales	0.7222222222222222	21.0	d__Bacteria; p__Planctomycetota; c__Brocadiae; o__Brocadiales	low
o__SM23-32	1	36.0	d__Bacteria; p__Planctomycetota; c__Brocadiae; o__SM23-32	low
o__PUPC01	1	67.0	d__Bacteria; p__Planctomycetota; c__PUPC01; o__PUPC01	medium
o__DSUN01	1	169.875	d__Bacteria; p__Planctomycetota; c__PUPC01; o__DSUN01	high
o__MHYJ01	1	70.0	d__Bacteria; p__Planctomycetota; c__MHYJ01; o__MHYJ01	medium
o__WSZJ01	1	69.5	d__Bacteria; p__Planctomycetota; c__MHYJ01; o__WSZJ01	medium
o__UBA1135	1	161.93421052631578	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA1135	high
o__UBA2386	1	325.5263157894737	d__Bacteria; p__Planctomycetota; c__UBA1135; o__UBA2386	high
o__B15-G4	1	184.83333333333334	d__Bacteria; p__Planctomycetota; c__UBA1135; o__B15-G4	high
o__GCA-002687715	1	118.0	d__Bacteria; p__Planctomycetota; c__GCA-002687715; o__GCA-002687715	high
o__UBA1146	1	161.73333333333332	d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA1146	high
o__UBA8108	1	176.57142857142858	d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA8108	high
o__UBA8890	1	274.11538461538464	d__Bacteria; p__Planctomycetota; c__UBA8108; o__UBA8890	high
o__UBA2392	1	61.0	d__Bacteria; p__Planctomycetota; c__UBA8742; o__UBA2392	medium
o__SRT547	1	26.0	d__Bacteria; p__Planctomycetota; c__J132; o__SRT547	low
o__UBA11346	1	160.83333333333334	d__Bacteria; p__Planctomycetota; c__UBA11346; o__UBA11346	high
o__SZUA-567	1	43.6	d__Bacteria; p__Planctomycetota; c__SZUA-567; o__SZUA-567	low
o__Hydrogenedentiales	1	113.11666666666666	d__Bacteria; p__Hydrogenedentota; c__Hydrogenedentia; o__Hydrogenedentiales	high
o__SURF-5	1	28.5	d__Bacteria; p__Abyssubacteria; c__SURF-5; o__SURF-5	low
o__UBA8349	1	23.0	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__UBA8349	low
o__SLMS01	1	27.5	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__SLMS01	low
o__Sumerlaeales	1	125.33333333333333	d__Bacteria; p__Sumerlaeota; c__Sumerlaeia; o__Sumerlaeales	high
o__OLB16	1	23.0	d__Bacteria; p__OLB16; c__OLB16; o__OLB16	low
o__SURF-12	1	178.42857142857142	d__Bacteria; p__OLB16; c__OLB16; o__SURF-12	high
o__Elusimicrobiales	0.9375	87.80722891566265	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Elusimicrobiales	medium
o__UBA1565	1	199.06666666666666	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__UBA1565	high
o__2-02-FULL-39-32	1	49.0	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__2-02-FULL-39-32	low
o__F11	1	33.0	d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__F11	low
o__Endomicrobiales	0.8571428571428571	32.470588235294116	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__Endomicrobiales	low
o__PHAN01	1	44.333333333333336	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__PHAN01	low
o__CG1-02-37-114	1	39.0	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__CG1-02-37-114	low
o__DTEH01	1	53.0	d__Bacteria; p__Elusimicrobiota; c__Endomicrobia; o__DTEH01	medium
o__UBA8919	1	58.833333333333336	d__Bacteria; p__Elusimicrobiota; c__UBA8919; o__UBA8919	medium
o__UBA6262	1	31.0	d__Bacteria; p__UBA6262; c__UBA6262; o__UBA6262	low
o__WVXT01	1	0	d__Bacteria; p__UBA6262; c__UBA6262; o__WVXT01	low
o__CG03	1	67.5	d__Bacteria; p__CG03; c__CG03; o__CG03	medium
o__SLGR01	1	58.57142857142857	d__Bacteria; p__CG03; c__SLGR01; o__SLGR01	medium
o__Aerophobales	1	23.4	d__Bacteria; p__Aerophobota; c__Aerophobia; o__Aerophobales	low
o__UBA1551	1	46.4	d__Bacteria; p__Desantisbacteria; c__UBA1551; o__UBA1551	low
o__UBA7526	1	7.0	d__Bacteria; p__UBP18; c__UBA7526; o__UBA7526	low
o__CG2-30-40-21	1	22.0	d__Bacteria; p__UBA9089; c__CG2-30-40-21; o__CG2-30-40-21	low
o__GIF10	1	49.45454545454545	d__Bacteria; p__Omnitrophota; c__Koll11; o__GIF10	low
o__UBA1572	0.75	22.333333333333332	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA1572	low
o__1-14-0-20-42-13	1	46.0	d__Bacteria; p__Omnitrophota; c__Koll11; o__1-14-0-20-42-13	low
o__UBA10015	1	81.66666666666667	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA10015	medium
o__4484-171	1	59.16	d__Bacteria; p__Omnitrophota; c__Koll11; o__4484-171	medium
o__UBA1560	1	44.72727272727273	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA1560	low
o__JABMRJ01	1	0	d__Bacteria; p__Omnitrophota; c__Koll11; o__JABMRJ01	low
o__UBA10183	1	41.0	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA10183	low
o__UBA6215	1	50.625	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA6215	medium
o__JABMRG01	1	42.833333333333336	d__Bacteria; p__Omnitrophota; c__Koll11; o__JABMRG01	low
o__UBA9649	1	53.1	d__Bacteria; p__Omnitrophota; c__Koll11; o__UBA9649	medium
o__2-02-FULL-51-18	1	60.0	d__Bacteria; p__Omnitrophota; c__Koll11; o__2-02-FULL-51-18	medium
o__Omnitrophales	1	80.6	d__Bacteria; p__Omnitrophota; c__Omnitrophia; o__Omnitrophales	medium
o__4484-213	1	19.333333333333332	d__Bacteria; p__Omnitrophota; c__4484-213; o__4484-213	low
o__B48-G9	1	43.72	d__Bacteria; p__Ratteibacteria; c__UBA8468; o__B48-G9	low
o__NPL-UPA2	1	12.0	d__Bacteria; p__NPL-UPA2; c__NPL-UPA2; o__NPL-UPA2	low
o__CAIJMQ01	1	15.0	d__Bacteria; p__CAIJMQ01; c__CAIJMQ01; o__CAIJMQ01	low
o__WGA-4E	1	99.58974358974359	d__Bacteria; p__Poribacteria; c__WGA-4E; o__WGA-4E	medium
o__D2-FULL-39-29	1	64.6	d__Bacteria; p__Firestonebacteria; c__D2-FULL-39-29; o__D2-FULL-39-29	medium
o__PGYV01	1	123.54545454545455	d__Bacteria; p__Goldbacteria; c__PGYV01; o__PGYV01	high
o__Palsa-1180	1	180.9	d__Bacteria; p__FCPU426; c__Palsa-1180; o__Palsa-1180	high
o__Treponematales	0.7021276595744681	30.805172413793102	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales	low
o__Spirochaetales_A	0	33.57142857142857	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_A	low
o__Spirochaetales_C	0.8333333333333334	51.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_C	medium
o__SZUA-6	1	61.916666666666664	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__SZUA-6	medium
o__SPDA01	1	31.5	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__SPDA01	low
o__CADAEX01	1	41.833333333333336	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__CADAEX01	low
o__DSM-16054	0	12.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__DSM-16054	low
o__JC444	0.5	48.333333333333336	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__JC444	low
o__Sphaerochaetales	0.8333333333333334	37.53398058252427	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Sphaerochaetales	low
o__Spirochaetales_D	1	41.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_D	low
o__Spirochaetales_E	0.75	8.321428571428571	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Spirochaetales_E	low
o__JABEVK01	1	38.25	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__JABEVK01	low
o__WRBN01	1	7.0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__WRBN01	low
o__Borreliales	0	0	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Borreliales	low
o__GWE2-31-10	1	176.8	d__Bacteria; p__Spirochaetota; c__GWE2-31-10; o__GWE2-31-10	high
o__JAAYUW01	1	39.666666666666664	d__Bacteria; p__Spirochaetota; c__JAAYUW01; o__JAAYUW01	low
o__B62-G9	1	46.25	d__Bacteria; p__Spirochaetota; c__B62-G9; o__B62-G9	low
o__Brachyspirales	0.07692307692307693	2.8181818181818183	d__Bacteria; p__Spirochaetota; c__Brachyspirae; o__Brachyspirales	low
o__UBA12135	1	21.0	d__Bacteria; p__Spirochaetota; c__UBA12135; o__UBA12135	low
o__Brevinematales	0.6666666666666666	94.11111111111111	d__Bacteria; p__Spirochaetota; c__Brevinematia; o__Brevinematales	medium
o__Leptospirales	0.0684931506849315	295.2647058823529	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Leptospirales	high
o__Turneriellales	0.5	27.285714285714285	d__Bacteria; p__Spirochaetota; c__Leptospirae; o__Turneriellales	low
o__UBA4802	1	221.2987012987013	d__Bacteria; p__Spirochaetota; c__UBA4802; o__UBA4802	high
o__UBA8481	1	24.0	d__Bacteria; p__UBA8481; c__UBA8481; o__UBA8481	low
o__T1Sed10-126	1	78.0	d__Bacteria; p__T1Sed10-126; c__T1Sed10-126; o__T1Sed10-126	medium
o__Fusobacteriales	0.2028985507246377	11.235408560311283	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales	low
o__Ozemobacterales	1	432.23809523809524	d__Bacteria; p__Riflebacteria; c__Ozemobacteria; o__Ozemobacterales	high
o__UBA6191	1	470.6470588235294	d__Bacteria; p__UBP17; c__UBA6191; o__UBA6191	high
o__UBA9980	1	206.0	d__Bacteria; p__Wallbacteria; c__UBA9980; o__UBA9980	high
o__UBA9983_A	1	58.86910197869102	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983_A	medium
o__SW-4-49-11	1	79.3	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__SW-4-49-11	medium
o__Paceibacterales	1	41.793103448275865	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Paceibacterales	low
o__Portnoybacterales	1	42.0	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Portnoybacterales	low
o__WO2-41-13	1	68.5	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__WO2-41-13	medium
o__UBA9983	1	35.25	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA9983	low
o__Ryanbacterales	1	59.333333333333336	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Ryanbacterales	medium
o__Sungbacterales	1	67.05882352941177	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Sungbacterales	medium
o__Spechtbacterales	1	33.5	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Spechtbacterales	low
o__2-02-FULL-40-12	1	58.03703703703704	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__2-02-FULL-40-12	medium
o__Terrybacterales	1	43.25	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Terrybacterales	low
o__GWC2-36-17	1	47.0	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__GWC2-36-17	low
o__UBA10092	1	52.0	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA10092	medium
o__UBA6257	1	53.33552631578947	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__UBA6257	medium
o__Moranbacterales	1	81.456	d__Bacteria; p__Patescibacteria; c__Paceibacteria; o__Moranbacterales	medium
o__SG8-24	1	79.33333333333333	d__Bacteria; p__Patescibacteria; c__ABY1; o__SG8-24	medium
o__Magasanikbacterales	1	61.46478873239437	d__Bacteria; p__Patescibacteria; c__ABY1; o__Magasanikbacterales	medium
o__GWA2-46-9	1	69.63636363636364	d__Bacteria; p__Patescibacteria; c__ABY1; o__GWA2-46-9	medium
o__BM507	1	76.04385964912281	d__Bacteria; p__Patescibacteria; c__ABY1; o__BM507	medium
o__Buchananbacterales	1	73.11111111111111	d__Bacteria; p__Patescibacteria; c__ABY1; o__Buchananbacterales	medium
o__UBA11705	1	68.75	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA11705	medium
o__CAIXNZ01	1	66.2	d__Bacteria; p__Patescibacteria; c__ABY1; o__CAIXNZ01	medium
o__UBA2591	1	47.05555555555556	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2591	low
o__UBA1558	1	66.65517241379311	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA1558	medium
o__UBA2196	1	51.5	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2196	medium
o__Veblenbacterales	1	58.714285714285715	d__Bacteria; p__Patescibacteria; c__ABY1; o__Veblenbacterales	medium
o__UBA2169	1	67.85714285714286	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA2169	medium
o__UBA9629	1	41.0	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA9629	low
o__SBBC01	1	74.44444444444444	d__Bacteria; p__Patescibacteria; c__ABY1; o__SBBC01	medium
o__UBA9570	1	52.875	d__Bacteria; p__Patescibacteria; c__ABY1; o__UBA9570	medium
o__UM-FILTER-42-10	1	54.5	d__Bacteria; p__Patescibacteria; c__ABY1; o__UM-FILTER-42-10	medium
o__UBA920	1	69.1875	d__Bacteria; p__Patescibacteria; c__Doudnabacteria; o__UBA920	medium
o__UBA10190	1	62.57142857142857	d__Bacteria; p__Patescibacteria; c__Andersenbacteria; o__UBA10190	medium
o__Saccharimonadales	0.8247422680412371	54.90684931506849	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales	medium
o__UBA4664	1	74.91666666666667	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__UBA4664	medium
o__CAILAD01	1	65.25	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__CAILAD01	medium
o__UBA1875	1	46.30769230769231	d__Bacteria; p__Patescibacteria; c__CPR2; o__UBA1875	low
o__CPR2	1	45.0	d__Bacteria; p__Patescibacteria; c__CPR2; o__CPR2	low
o__Kazan-3B-28	1	46.2	d__Bacteria; p__Patescibacteria; c__Kazan-3B-28; o__Kazan-3B-28	low
o__GWA2-35-9	1	23.6	d__Bacteria; p__Patescibacteria; c__UBA1384; o__GWA2-35-9	low
o__UBA1384	1	38.27272727272727	d__Bacteria; p__Patescibacteria; c__UBA1384; o__UBA1384	low
o__UBA12157	1	44.5	d__Bacteria; p__Patescibacteria; c__UBA1384; o__UBA12157	low
o__2-12-FULL-50-11	1	43.0	d__Bacteria; p__Patescibacteria; c__UBA1384; o__2-12-FULL-50-11	low
o__XYA2-FULL-43-10	1	60.63157894736842	d__Bacteria; p__Patescibacteria; c__UBA1384; o__XYA2-FULL-43-10	medium
o__Peribacterales	1	117.0	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Peribacterales	high
o__UM-FILTER-43-11	1	79.0	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UM-FILTER-43-11	medium
o__UBA4473	1	64.5	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UBA4473	medium
o__UBA1369	1	77.13636363636364	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__UBA1369	medium
o__BD1-5	0.8	57.22666666666667	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__BD1-5	medium
o__Absconditabacterales	0.9	80.46315789473684	d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__Absconditabacterales	medium
o__JACMRA01	1	83.4	d__Bacteria; p__Patescibacteria; c__JACMRA01; o__JACMRA01	medium
o__GWA2-44-7	1	76.8135593220339	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__GWA2-44-7	medium
o__UBA12405	1	65.9	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA12405	medium
o__UM-FILTER-40-11	1	44.0	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UM-FILTER-40-11	low
o__UBA1400	1	79.09009009009009	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1400	medium
o__Levybacterales	1	76.325	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Levybacterales	medium
o__UBA10105	1	138.15151515151516	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA10105	high
o__2-02-FULL-39-11	1	109.77777777777777	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__2-02-FULL-39-11	high
o__UBA1406	1	76.62121212121212	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__UBA1406	medium
o__GCA-001788215	1	56.5	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__GCA-001788215	medium
o__Daviesbacterales	1	79.8	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Daviesbacterales	medium
o__Curtissbacterales	1	71.46666666666667	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Curtissbacterales	medium
o__Woykebacterales	1	50.0	d__Bacteria; p__Patescibacteria; c__Microgenomatia; o__Woykebacterales	low
o__UBA101185	0.9473684210526315	37.9375	d__Bacteria; p__Patescibacteria; c__WWE3; o__UBA101185	low
o__2-01-FULL-39-13	1	23.25	d__Bacteria; p__Patescibacteria; c__WWE3; o__2-01-FULL-39-13	low
o__9FT-COMBO-53-11	1	17.5	d__Bacteria; p__Patescibacteria; c__WWE3; o__9FT-COMBO-53-11	low
o__4484-211	1	22.5	d__Bacteria; p__Patescibacteria; c__4484-211; o__4484-211	low
o__CPR3	1	30.0	d__Bacteria; p__Patescibacteria; c__CPR3; o__CPR3	low
o__SC72	1	69.0	d__Bacteria; p__Patescibacteria; c__Dojkabacteria; o__SC72	medium
o__B142	1	44.55555555555556	d__Bacteria; p__Patescibacteria; c__Dojkabacteria; o__B142	low
o__CG2-30-54-11	1	20.5	d__Bacteria; p__Patescibacteria; c__CG2-30-54-11; o__CG2-30-54-11	low
o__UBA6099	1	200.75	d__Bacteria; p__UBP15; c__UBA6099; o__UBA6099	high
o__Thermotogales	0.21428571428571427	8.98076923076923	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Thermotogales	low
o__UBA12178	1	69.33333333333333	d__Bacteria; p__Thermotogota; c__Thermotogae; o__UBA12178	medium
o__Petrotogales	0.2413793103448276	10.796296296296296	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Petrotogales	low
o__B21-G9	1	26.666666666666668	d__Bacteria; p__Thermotogota; c__Thermotogae; o__B21-G9	low
o__MWEM01	1	112.13725490196079	d__Bacteria; p__Thermotogota; c__Thermotogae; o__MWEM01	high
o__Mesoaciditogales	0.5	14.0	d__Bacteria; p__Thermotogota; c__Thermotogae; o__Mesoaciditogales	low
o__Bipolaricaulales	0.9333333333333333	35.774193548387096	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__Bipolaricaulales	low
o__UBA7950	1	86.8780487804878	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__UBA7950	medium
o__RBG-16-55-9	1	104.5	d__Bacteria; p__Bipolaricaulota; c__Bipolaricaulia; o__RBG-16-55-9	high
o__Caldisericales	0.8333333333333334	15.0	d__Bacteria; p__Caldisericota; c__Caldisericia; o__Caldisericales	low
o__Cryosericales	0.2	8.333333333333334	d__Bacteria; p__Caldisericota; c__Caldisericia; o__Cryosericales	low
o__B22-G15	1	39.57142857142857	d__Bacteria; p__Caldisericota; c__Caldisericia; o__B22-G15	low
o__JAAYUI01	1	164.42857142857142	d__Bacteria; p__Caldisericota; c__Caldisericia; o__JAAYUI01	high
o__UBA6126	1	67.625	d__Bacteria; p__Caldisericota; c__Caldisericia; o__UBA6126	medium
o__Coprothermobacterales	0.3333333333333333	38.5	d__Bacteria; p__Coprothermobacterota; c__Coprothermobacteria; o__Coprothermobacterales	low
o__Thermodesulfobiales	0	0	d__Bacteria; p__Thermodesulfobiota; c__Thermodesulfobiia; o__Thermodesulfobiales	low
o__Calescibacteriales	1	18.0	d__Bacteria; p__Calescibacterota; c__Calescibacteriia; o__Calescibacteriales	low
o__DRYD01	1	204.66666666666666	d__Bacteria; p__Calescibacterota; c__Calescibacteriia; o__DRYD01	high
o__UBA6624	1	112.76923076923077	d__Bacteria; p__UBP7; c__UBA6624; o__UBA6624	high
o__Dictyoglomales	0.3333333333333333	4.666666666666667	d__Bacteria; p__Dictyoglomota; c__Dictyoglomia; o__Dictyoglomales	low
o__JACIXR01	1	0	d__Bacteria; p__JACIXR01; c__JACIXR01; o__JACIXR01	low
o__DUMJ01	1	35.578947368421055	d__Bacteria; p__DUMJ01; c__DUMJ01; o__DUMJ01	low
o__Synergistales	0.5	12.005714285714285	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales	low
o__GBS-1	1	28.0	d__Bacteria; p__Synergistota; c__GBS-1; o__GBS-1	low
o__SB-45	1	14.75	d__Bacteria; p__Caldatribacteriota; c__JS1; o__SB-45	low
o__Caldatribacteriales	1	23.63157894736842	d__Bacteria; p__Caldatribacteriota; c__Caldatribacteriia; o__Caldatribacteriales	low
