name	GC	GCA	aquatic_habitat	host_associated	size	soil_habitat	GCF
2485925.SAMN16349275.GCA_017847885.1	46.8	GCA_017847885.1	0	1	2711614	0	GB_GCA_017847885.1
41978.SAMN14407294.GCA_014799785.1	47.0	GCA_014799785.1	0	1	3042825	0	GB_GCA_014799785.1
707003.SAMEA8805567.GCA_910586535.1	45.0	GCA_910586535.1			3003358		GB_GCA_910586535.1
707003.SAMEA8805415.GCA_910584715.1	47.3	GCA_910584715.1			3016937		GB_GCA_910584715.1
707003.SAMEA7202532.GCA_904396495.1	49.1	GCA_904396495.1			2417111		GB_GCA_904396495.1
2763659.SAMN15805197.GCA_014384905.1	49.5	GCA_014384905.1	0	1	2834305	0	GB_GCA_014384905.1
707003.SAMEA7202379.GCA_904387015.1	59.5	GCA_904387015.1			2571003		GB_GCA_904387015.1
707003.SAMEA7846633.GCA_905199185.1	55.6	GCA_905199185.1			2472479		GB_GCA_905199185.1
77133.SAMEA7852803.GCA_905214265.1	55.0	GCA_905214265.1			3246607		GB_GCA_905214265.1
707003.SAMEA7202230.GCA_904419325.1	61.1	GCA_904419325.1	0	1	2563972	0	GB_GCA_904419325.1
707003.SAMEA7202181.GCA_904419015.1	58.8	GCA_904419015.1			2648802		GB_GCA_904419015.1
2840870.SAMN15817163.GCA_018713335.1	55.6	GCA_018713335.1	0	1	2763599	0	GB_GCA_018713335.1
707003.SAMEA7202117.GCA_904373225.1	54.4	GCA_904373225.1	0	1	2775926	0	GB_GCA_904373225.1
1987501.SAMEA104125940.GCA_900186585.1	46.9	GCA_900186585.1	0	1	2707061	0	RS_GCF_900186585.1
1852384.SAMEA48259918.GCA_900155615.1	47.2	GCA_900155615.1			2842720		RS_GCF_900155615.1
707003.SAMEA8805243.GCA_910579175.1	36.4	GCA_910579175.1			2467594		GB_GCA_910579175.1
2485925.SAMN18359858.GCA_017887325.1	28.8	GCA_017887325.1	0	1	2282322	0	GB_GCA_017887325.1
2485925.SAMEA5278869.GCA_900752435.1	48.4	GCA_900752435.1			2287974		GB_GCA_900752435.1
2485925.SAMN16927180.GCA_016298065.1	39.7	GCA_016298065.1	0	1	1331174	0	GB_GCA_016298065.1
2840774.SAMN15817200.GCA_018714745.1	55.7	GCA_018714745.1	0	1	1817276	0	GB_GCA_018714745.1
2485925.SAMN19225220.GCA_019416775.1	53.9	GCA_019416775.1	0	1	1898534	0	None
707003.SAMEA7202412.GCA_904419795.1	52.9	GCA_904419795.1			1998144		GB_GCA_904419795.1
1952448.SAMN06450321.GCA_002295325.1	36.5	GCA_002295325.1			2654331		GB_GCA_002295325.1
1841867.SAMN14913578.GCA_016901855.1	48.3	GCA_016901855.1			2650686		RS_GCF_016901855.1
707003.SAMEA7202338.GCA_904384225.1	47.0	GCA_904384225.1			2102319		GB_GCA_904384225.1
707003.SAMEA4891212.GCA_900543295.1	50.1	GCA_900543295.1			2238011		GB_GCA_900543295.1
2721134.SAMEA7202493.GCA_904394975.1	48.9	GCA_904394975.1			2019345		RS_GCF_904394975.1
2485925.SAMEA6149327.GCA_902766785.1	48.8	GCA_902766785.1			2265403		GB_GCA_902766785.1
1898207.SAMN17800676.GCA_018370075.1	42.8	GCA_018370075.1	0	1	2765433	0	GB_GCA_018370075.1
2721133.SAMEA7202501.GCA_904420045.1	53.6	GCA_904420045.1			2227699		RS_GCF_904420045.1
707003.SAMEA8805087.GCA_910577565.1	32.2	GCA_910577565.1			1528786		GB_GCA_910577565.1
2485925.SAMEA6150655.GCA_902779915.1	37.4	GCA_902779915.1			1326487		GB_GCA_902779915.1
2485925.SAMEA6152527.GCA_902798695.1	30.7	GCA_902798695.1			1183915		GB_GCA_902798695.1
2485925.SAMEA6151736.GCA_902790675.1	31.1	GCA_902790675.1			1192693		GB_GCA_902790675.1
2763035.SAMN15807350.GCA_014297275.1	39.5	GCA_014297275.1			2744478		RS_GCF_014297275.1
537013.SAMN00008812.GCA_000158655.1	51.8	GCA_000158655.1	0	1	3478423	0	GB_GCA_000158655.1
2720828.SAMEA7202557.GCA_904397835.1	57.6	GCA_904397835.1			2223910		RS_GCF_904397835.1
1852383.SAMEA4519288.GCA_900104565.1	45.2	GCA_900104565.1			2674277		GB_GCA_900104565.1
2485925.SAMN19315152.GCA_020024235.1	34.7	GCA_020024235.1			1719329		None
2485925.SAMN19315153.GCA_020024175.1	34.6	GCA_020024175.1			1708957		None
2485925.SAMN12582137.GCA_009777635.1	50.1	GCA_009777635.1	0	1	2831681	0	GB_GCA_009777635.1
2485925.SAMN16056130.GCA_018434245.1	53.3	GCA_018434245.1	1	0	3112904	1	GB_GCA_018434245.1
2485925.SAMN12581875.GCA_009784625.1	54.0	GCA_009784625.1	0	1	2610722	0	GB_GCA_009784625.1
1952281.SAMN06450959.GCA_002305075.1	57.3	GCA_002305075.1			1734203		GB_GCA_002305075.1
2840828.SAMN15817038.GCA_018716105.1	58.7	GCA_018716105.1	0	1	2006186	0	GB_GCA_018716105.1
2763673.SAMN15805297.GCA_014385025.1	56.3	GCA_014385025.1	0	1	3258552	0	GB_GCA_014385025.1
2485925.SAMN19315154.GCA_020024215.1	41.8	GCA_020024215.1			2045590		None
1935177.SAMN19315143.GCA_020024515.1	32.7	GCA_020024515.1			2256458		None
1935177.SAMN19315142.GCA_020024555.1	34.1	GCA_020024555.1			2040134		None
1871018.SAMEA4519310.GCA_900104675.1	53.1	GCA_900104675.1			4041781		RS_GCF_900104675.1
1935179.SAMEA8805530.GCA_910585535.1	57.9	GCA_910585535.1			3599809		GB_GCA_910585535.1
1935179.SAMEA8805561.GCA_910585525.1	63.1	GCA_910585525.1			2316330		GB_GCA_910585525.1
1935179.SAMEA8805747.GCA_910587965.1	59.3	GCA_910587965.1			2734765		GB_GCA_910587965.1
2485925.SAMN16349146.GCA_017847995.1	55.7	GCA_017847995.1	0	1	1660577	0	GB_GCA_017847995.1
2721129.SAMEA7202377.GCA_904387055.1	61.9	GCA_904387055.1	0	1	2302784	0	RS_GCF_904387055.1
2721139.SAMEA7202570.GCA_904398325.1	61.0	GCA_904398325.1			1604095		RS_GCF_904398325.1
258515.SAMN05192585.GCA_900103835.1	49.0	GCA_900103835.1			2916215		RS_GCF_900103835.1
474960.SAMN10362785.GCA_003814745.1	42.7	GCA_003814745.1			3176247		RS_GCF_003814745.1
2763658.SAMN15805174.GCA_014384885.1	57.0	GCA_014384885.1	0	1	2951177	0	GB_GCA_014384885.1
1211843.SAMEA2821497.GCA_000820765.1	53.2	GCA_000820765.1			3098593		RS_GCF_000820765.1
2721144.SAMEA7202429.GCA_904419775.1	50.7	GCA_904419775.1			2158152		RS_GCF_904419775.1
2763677.SAMN15805309.GCA_014385095.1	56.4	GCA_014385095.1	0	1	2561368	0	GB_GCA_014385095.1
2721154.SAMEA7202537.GCA_904420175.1	56.6	GCA_904420175.1			1770367		RS_GCF_904420175.1
2485925.SAMN18119961.GCA_017991935.1	61.1	GCA_017991935.1	1	0	1779957	0	GB_GCA_017991935.1
2485925.SAMN16345021.GCA_017473745.1	45.8	GCA_017473745.1	0	1	2245667	0	GB_GCA_017473745.1
2485925.SAMN16344998.GCA_017468365.1	45.2	GCA_017468365.1	0	1	1863548	0	GB_GCA_017468365.1
2485925.SAMN16346733.GCA_017521825.1	44.1	GCA_017521825.1	0	1	1875013	0	GB_GCA_017521825.1
2485925.SAMN16349456.GCA_018110905.1	42.6	GCA_018110905.1	0	1	2070303	0	GB_GCA_018110905.1
2485925.SAMN16342031.GCA_017399765.1	43.3	GCA_017399765.1	0	1	1833131	0	GB_GCA_017399765.1
2485925.SAMN11294803.GCA_015067315.1	44.4	GCA_015067315.1	0	1	1918513	0	GB_GCA_015067315.1
2485925.SAMN16342043.GCA_017399625.1	45.9	GCA_017399625.1	0	1	2100095	0	GB_GCA_017399625.1
2485925.SAMN16345660.GCA_017477945.1	44.4	GCA_017477945.1	0	1	2077085	0	GB_GCA_017477945.1
2485925.SAMN16343516.GCA_017436125.1	43.7	GCA_017436125.1	0	1	1754442	0	GB_GCA_017436125.1
707003.SAMEA5853799.GCA_902406365.1	55.4	GCA_902406365.1			2231746		GB_GCA_902406365.1
707003.SAMEA7846686.GCA_905192685.1	56.1	GCA_905192685.1			2524549		GB_GCA_905192685.1
707003.SAMEA7846928.GCA_905202865.1	60.9	GCA_905202865.1			2990223		GB_GCA_905202865.1
2044939.SAMEA5279643.GCA_900760305.1	60.9	GCA_900760305.1			2454337		GB_GCA_900760305.1
2720820.SAMEA7202505.GCA_904395335.1	56.1	GCA_904395335.1			2451923		RS_GCF_904395335.1
707003.SAMEA7846949.GCA_905198295.1	57.4	GCA_905198295.1			2973894		GB_GCA_905198295.1
2044939.SAMN16342327.GCA_017396175.1	55.9	GCA_017396175.1	0	1	1840374	0	GB_GCA_017396175.1
2044939.SAMEA5278674.GCA_900766585.1	59.3	GCA_900766585.1			2381083		GB_GCA_900766585.1
2044939.SAMN16342657.GCA_017407935.1	54.1	GCA_017407935.1	0	1	1664376	0	GB_GCA_017407935.1
2044939.SAMN16346569.GCA_017518415.1	60.5	GCA_017518415.1	0	1	1702826	0	GB_GCA_017518415.1
2044939.SAMN16343422.GCA_017442265.1	53.0	GCA_017442265.1	0	1	1470005	0	GB_GCA_017442265.1
707003.SAMEA7847266.GCA_905207295.1	57.4	GCA_905207295.1			1751774		GB_GCA_905207295.1
41978.SAMN10183600.GCA_004552085.1	60.0	GCA_004552085.1	0	1	2048608	0	GB_GCA_004552085.1
2044939.SAMN16341389.GCA_017423825.1	52.9	GCA_017423825.1	0	1	1372555	0	GB_GCA_017423825.1
1898204.SAMN15355166.GCA_015656955.1	55.8	GCA_015656955.1	0	1	1722733	0	GB_GCA_015656955.1
2044939.SAMN16343591.GCA_017440755.1	55.8	GCA_017440755.1	0	1	1796649	0	GB_GCA_017440755.1
2044939.SAMN16345233.GCA_017471765.1	56.0	GCA_017471765.1	0	1	1920812	0	GB_GCA_017471765.1
2044939.SAMN16342243.GCA_017414965.1	55.4	GCA_017414965.1	0	1	1688123	0	GB_GCA_017414965.1
2044939.SAMN16342525.GCA_017410585.1	54.7	GCA_017410585.1	0	1	2126980	0	GB_GCA_017410585.1
2044939.SAMN16343476.GCA_017436915.1	50.9	GCA_017436915.1	0	1	1503077	0	GB_GCA_017436915.1
707003.SAMEA7846711.GCA_905192745.1	57.1	GCA_905192745.1			2688004		GB_GCA_905192745.1
2720819.SAMEA7202238.GCA_904377855.1	59.6	GCA_904377855.1			2532056		RS_GCF_904377855.1
2720818.SAMEA7202283.GCA_904380375.1	60.6	GCA_904380375.1	0	1	2764135	0	RS_GCF_904380375.1
2720816.SAMEA7202451.GCA_904419875.1	61.0	GCA_904419875.1	0	1	3212454	0	RS_GCF_904419875.1
1898207.SAMN13893994.GCA_012522615.1	48.9	GCA_012522615.1			1921105		GB_GCA_012522615.1
1898207.SAMN13893602.GCA_012839705.1	47.0	GCA_012839705.1			1913633		GB_GCA_012839705.1
1898207.SAMN13894030.GCA_012521925.1	52.1	GCA_012521925.1			1602249		GB_GCA_012521925.1
2044939.SAMN16347538.GCA_017543285.1	50.1	GCA_017543285.1	0	1	1826116	0	GB_GCA_017543285.1
2780922.SAMD00236452.GCA_015140235.1	50.6	GCA_015140235.1	0	1	2541474	0	RS_GCF_015140235.1
244328.SAMEA7202539.GCA_904397895.1	51.1	GCA_904397895.1			2128184		GB_GCA_904397895.1
1898207.SAMN17800971.GCA_018364155.1	54.8	GCA_018364155.1	0	1	2275120	0	GB_GCA_018364155.1
244328.SAMEA7202490.GCA_904420015.1	56.5	GCA_904420015.1			2269594		GB_GCA_904420015.1
2485925.SAMN11294883.GCA_015065695.1	54.3	GCA_015065695.1	0	1	2324512	0	GB_GCA_015065695.1
165186.SAMEA6148917.GCA_902762615.1	49.7	GCA_902762615.1			2991501		GB_GCA_902762615.1
2044939.SAMN16343366.GCA_017441385.1	51.9	GCA_017441385.1	0	1	2664982	0	GB_GCA_017441385.1
165186.SAMEA6149680.GCA_902770185.1	47.8	GCA_902770185.1	0	1	2172426	0	GB_GCA_902770185.1
172733.SAMEA104666520.GCA_900316495.1	53.6	GCA_900316495.1			2775318		GB_GCA_900316495.1
165186.SAMEA6152599.GCA_902799245.1	49.9	GCA_902799245.1			3034303		GB_GCA_902799245.1
172733.SAMEA104666566.GCA_900317765.1	50.1	GCA_900317765.1			2898428		GB_GCA_900317765.1
165186.SAMEA6152938.GCA_902802795.1	52.0	GCA_902802795.1			2817754		GB_GCA_902802795.1
2044939.SAMN16341854.GCA_017395425.1	53.7	GCA_017395425.1	0	1	2361148	0	GB_GCA_017395425.1
1262798.PRJEB845.GCA_000431855.1	36.8	GCA_000431855.1	0	1	2256374	0	GB_GCA_000431855.1
165186.SAMEA6150350.GCA_902776885.1	48.1	GCA_902776885.1			2058036		GB_GCA_902776885.1
165186.SAMEA6153019.GCA_902803585.1	46.4	GCA_902803585.1			2117578		GB_GCA_902803585.1
165186.SAMEA6151234.GCA_902785765.1	51.7	GCA_902785765.1			2232923		GB_GCA_902785765.1
165186.SAMEA6152103.GCA_902794355.1	46.6	GCA_902794355.1			2433528		GB_GCA_902794355.1
165186.SAMEA6149538.GCA_902768825.1	48.0	GCA_902768825.1			2491106		GB_GCA_902768825.1
165186.SAMEA6152309.GCA_902796475.1	47.0	GCA_902796475.1			2372182		GB_GCA_902796475.1
165186.SAMEA6152872.GCA_902802105.1	46.4	GCA_902802105.1			2000699		GB_GCA_902802105.1
165186.SAMEA6149959.GCA_902772955.1	48.5	GCA_902772955.1			2499769		GB_GCA_902772955.1
165186.SAMEA6149996.GCA_902773405.1	45.0	GCA_902773405.1			2325427		GB_GCA_902773405.1
165186.SAMEA6151289.GCA_902786345.1	38.7	GCA_902786345.1			2351465		GB_GCA_902786345.1
165186.SAMEA6151899.GCA_902792345.1	42.4	GCA_902792345.1			2022186		GB_GCA_902792345.1
165186.SAMEA6150612.GCA_902779425.1	51.9	GCA_902779425.1			2308938		GB_GCA_902779425.1
165186.SAMEA6149336.GCA_902766795.1	43.3	GCA_902766795.1			2003218		GB_GCA_902766795.1
165186.SAMEA6149986.GCA_902773325.1	47.9	GCA_902773325.1			2101385		GB_GCA_902773325.1
165186.SAMEA6149980.GCA_902773135.1	41.0	GCA_902773135.1			2220016		GB_GCA_902773135.1
165186.SAMEA6153045.GCA_902803805.1	43.1	GCA_902803805.1			1952609		GB_GCA_902803805.1
165186.SAMEA6152961.GCA_902802985.1	41.8	GCA_902802985.1			2079393		GB_GCA_902802985.1
165186.SAMEA6152999.GCA_902803385.1	45.7	GCA_902803385.1			2208714		GB_GCA_902803385.1
165186.SAMEA6150171.GCA_902775145.1	45.4	GCA_902775145.1			2699264		GB_GCA_902775145.1
165186.SAMEA6149951.GCA_902772855.1	54.4	GCA_902772855.1			2063760		GB_GCA_902772855.1
165186.SAMEA6151043.GCA_902783815.1	41.7	GCA_902783815.1			1975493		GB_GCA_902783815.1
2044939.SAMN16345576.GCA_017475765.1	43.0	GCA_017475765.1	0	1	2321586	0	GB_GCA_017475765.1
165186.SAMEA6151195.GCA_902785285.1	40.6	GCA_902785285.1			2066227		GB_GCA_902785285.1
165186.SAMEA6151050.GCA_902783855.1	46.2	GCA_902783855.1			2533221		GB_GCA_902783855.1
165186.SAMEA6151957.GCA_902792915.1	42.3	GCA_902792915.1			2290630		GB_GCA_902792915.1
165186.SAMEA6148985.GCA_902763365.1	41.6	GCA_902763365.1			3308994		GB_GCA_902763365.1
165186.SAMEA6149078.GCA_902764235.1	42.6	GCA_902764235.1			3233545		GB_GCA_902764235.1
165186.SAMEA6149188.GCA_902765315.1	41.7	GCA_902765315.1			3072005		GB_GCA_902765315.1
172733.SAMEA104666615.GCA_900319255.1	45.6	GCA_900319255.1			2457375		GB_GCA_900319255.1
165186.SAMEA6149522.GCA_902768705.1	47.2	GCA_902768705.1			2412968		GB_GCA_902768705.1
165186.SAMEA6150487.GCA_902778235.1	39.8	GCA_902778235.1			2653424		GB_GCA_902778235.1
165186.SAMEA6152665.GCA_902800005.1	40.8	GCA_902800005.1			2395020		GB_GCA_902800005.1
165186.SAMEA6152667.GCA_902800065.1	38.0	GCA_902800065.1			2835994		GB_GCA_902800065.1
165186.SAMEA6151210.GCA_902785555.1	38.2	GCA_902785555.1			2833499		GB_GCA_902785555.1
165186.SAMEA6149362.GCA_902767155.1	39.5	GCA_902767155.1			2054184		GB_GCA_902767155.1
165186.SAMEA6150483.GCA_902778175.1	44.6	GCA_902778175.1			2689712		GB_GCA_902778175.1
165186.SAMEA6152448.GCA_902797835.1	38.5	GCA_902797835.1			2255509		GB_GCA_902797835.1
2507162.SAMN10743635.GCA_004103755.1	53.8	GCA_004103755.1	0	0	3308050	1	RS_GCF_004103755.1
2576756.SAMN11585615.GCA_009746625.1	51.2	GCA_009746625.1			3895666		RS_GCF_009746625.1
1952338.SAMN06452754.GCA_002400015.1	49.2	GCA_002400015.1	0	0	1953039	1	GB_GCA_002400015.1
2048667.SAMEA104072109.GCA_900184925.1	52.5	GCA_900184925.1			3012413		GB_GCA_900184925.1
1952376.SAMN06452086.GCA_002411365.1	47.0	GCA_002411365.1	0	0	1713431	1	GB_GCA_002411365.1
59620.SAMEA6866745.GCA_903789645.1	50.3	GCA_903789645.1			2513035		GB_GCA_903789645.1
59620.SAMEA6866747.GCA_903789585.1	61.4	GCA_903789585.1			2068631		GB_GCA_903789585.1
642589.SAMN10963654.GCA_004768785.1	48.1	GCA_004768785.1			2575639		RS_GCF_004768785.1
1952297.SAMN06451466.GCA_002338255.1	44.0	GCA_002338255.1			3000628		GB_GCA_002338255.1
2820301.SAMN18354452.GCA_019448085.1	49.0	GCA_019448085.1			3007702		None
1120746.SAMEA2602734.GCA_000752215.1	51.3	GCA_000752215.1			3737722		GB_GCA_000752215.1
707003.SAMEA4891572.GCA_900546895.1	51.5	GCA_900546895.1			2823222		GB_GCA_900546895.1
1898207.SAMN13894282.GCA_012517675.1	54.8	GCA_012517675.1			2276016		GB_GCA_012517675.1
1898207.SAMN13893622.GCA_012839345.1	49.3	GCA_012839345.1	0	1	2532883	0	GB_GCA_012839345.1
2787099.SAMN15533154.GCA_015667585.1	53.7	GCA_015667585.1			3205302		RS_GCF_015667585.1
1673717.SAMEA3750678.GCA_001261775.1	52.9	GCA_001261775.1			3511751		RS_GCF_001261775.1
1965604.SAMN06473682.GCA_002159845.1	53.3	GCA_002159845.1	0	1	3598956	0	RS_GCF_002159845.1
707003.SAMEA7848199.GCA_905212535.1	48.6	GCA_905212535.1			2852242		GB_GCA_905212535.1
244328.SAMEA7202521.GCA_904420035.1	60.1	GCA_904420035.1	0	1	2856180	0	GB_GCA_904420035.1
1965587.SAMN06473663.GCA_002160025.1	54.3	GCA_002160025.1	0	1	3721138	0	RS_GCF_002160025.1
244328.SAMEA7202574.GCA_904399395.1	49.2	GCA_904399395.1			2926291		GB_GCA_904399395.1
2764322.SAMN15533243.GCA_015670165.1	52.0	GCA_015670165.1	0	1	3057707	0	RS_GCF_015670165.1
2799560.SAMEA6567124.GCA_902809935.1	42.8	GCA_902809935.1	0	0	2335857	0	GB_GCA_902809935.1
2766537.SAMN15783688.GCA_014467055.1	48.5	GCA_014467055.1	0	1	2996201	0	RS_GCF_014467055.1
707003.SAMEA6866748.GCA_903789565.1	45.4	GCA_903789565.1	0	0	2516408	1	GB_GCA_903789565.1
1572656.SAMN06670444.GCA_002119605.1	50.6	GCA_002119605.1	0	0	2069994	1	GB_GCA_002119605.1
244328.SAMEA7202383.GCA_904419715.1	55.7	GCA_904419715.1	0	1	2673616	0	GB_GCA_904419715.1
707003.SAMEA7846996.GCA_905200265.1	52.6	GCA_905200265.1			2194019		GB_GCA_905200265.1
2721101.SAMEA7202179.GCA_904418995.1	55.8	GCA_904418995.1	0	1	2293990	0	RS_GCF_904418995.1
2721127.SAMEA7202495.GCA_904394685.1	50.6	GCA_904394685.1	0	1	2225932	0	RS_GCF_904394685.1
2840831.SAMN15816961.GCA_018710915.1	51.2	GCA_018710915.1	0	1	2350111	0	GB_GCA_018710915.1
1898207.SAMN19224970.GCA_019422525.1	49.0	GCA_019422525.1	0	1	3228060	0	None
1898207.SAMN19224971.GCA_019418545.1	48.2	GCA_019418545.1	0	1	3198069	0	None
2763662.SAMN15783660.GCA_014384705.1	51.1	GCA_014384705.1	0	1	2977335	0	GB_GCA_014384705.1
172733.SAMEA8805030.GCA_910577755.1	37.7	GCA_910577755.1			1811045		GB_GCA_910577755.1
1506.SAMN17800794.GCA_018367725.1	37.5	GCA_018367725.1	0	1	1897715	0	GB_GCA_018367725.1
1898207.SAMN17800995.GCA_018363655.1	38.4	GCA_018363655.1	0	1	2211150	0	GB_GCA_018363655.1
2799561.SAMEA6567125.GCA_902810075.1	54.6	GCA_902810075.1	0	0	3435529	0	GB_GCA_902810075.1
2045012.SAMEA104414647.GCA_900240385.1	46.1	GCA_900240385.1			2705425		RS_GCF_900240385.1
1958780.SAMEA103970044.GCA_900176635.1	45.3	GCA_900176635.1	0	1	2748860	0	RS_GCF_900176635.1
1121334.SAMN02441299.GCA_000383295.1	53.6	GCA_000383295.1			3174421		GB_GCA_000383295.1
1105031.SAMN00828787.GCA_000277625.1	52.0	GCA_000277625.1	0	1	3508922	0	RS_GCF_000277625.1
428125.SAMN00627074.GCA_000154345.1	50.2	GCA_000154345.1	0	1	3270209	0	GB_GCA_000154345.1
244328.SAMEA7202529.GCA_904420155.1	48.4	GCA_904420155.1			2166795		GB_GCA_904420155.1
1965570.SAMN06473636.GCA_002160515.1	41.4	GCA_002160515.1	0	1	2814283	0	RS_GCF_002160515.1
2485925.SAMN19225272.GCA_019415995.1	45.6	GCA_019415995.1	0	1	1899310	0	None
1262848.PRJEB1042.GCA_000435335.1	40.7	GCA_000435335.1			2111088		GB_GCA_000435335.1
165186.SAMEA6148884.GCA_902762375.1	38.5	GCA_902762375.1			2445555		GB_GCA_902762375.1
172733.SAMEA104666525.GCA_900316615.1	40.3	GCA_900316615.1			1829572		GB_GCA_900316615.1
165186.SAMEA6152749.GCA_902800885.1	40.1	GCA_902800885.1			1962955		GB_GCA_902800885.1
165185.SAMEA7847559.GCA_905207265.1	33.9	GCA_905207265.1	0	1	1982398	0	GB_GCA_905207265.1
165186.SAMEA6152439.GCA_902797655.1	47.6	GCA_902797655.1			1861637		GB_GCA_902797655.1
41978.SAMN16340431.GCA_017384945.1	49.5	GCA_017384945.1	0	1	2076444	0	GB_GCA_017384945.1
41978.SAMN16344094.GCA_017458845.1	45.0	GCA_017458845.1	0	1	2201948	0	GB_GCA_017458845.1
165186.SAMEA6151191.GCA_902785365.1	44.2	GCA_902785365.1			1957401		GB_GCA_902785365.1
165186.SAMEA6151254.GCA_902785965.1	49.2	GCA_902785965.1			1809982		GB_GCA_902785965.1
165186.SAMEA6149419.GCA_902767635.1	49.2	GCA_902767635.1			1747317		GB_GCA_902767635.1
165186.SAMEA8030184.GCA_905234015.1	44.8	GCA_905234015.1			2021162		GB_GCA_905234015.1
165186.SAMEA6152388.GCA_902797225.1	44.2	GCA_902797225.1	0	1	1774910	0	GB_GCA_902797225.1
165186.SAMEA6149028.GCA_902763765.1	42.7	GCA_902763765.1	0	1	2373178	0	GB_GCA_902763765.1
165186.SAMEA6151975.GCA_902793125.1	41.1	GCA_902793125.1			2002702		GB_GCA_902793125.1
2044939.SAMEA5280066.GCA_900755995.1	40.8	GCA_900755995.1			2310000		GB_GCA_900755995.1
2292352.SAMN09736857.GCA_003438075.1	39.2	GCA_003438075.1	0	1	2565811	0	RS_GCF_003438075.1
165185.SAMEA7848282.GCA_905208315.1	38.9	GCA_905208315.1	0	1	2372004	0	GB_GCA_905208315.1
165186.SAMEA8805203.GCA_910579005.1	39.1	GCA_910579005.1			1819818		GB_GCA_910579005.1
657321.SAMEA3138353.GCA_900291485.1	41.4	GCA_900291485.1	1	1	2238543	0	RS_GCF_900291485.1
1952434.SAMN06452455.GCA_002493005.1	40.2	GCA_002493005.1			1738798		GB_GCA_002493005.1
165186.SAMEA8805583.GCA_910585865.1	36.8	GCA_910585865.1			2106400		GB_GCA_910585865.1
2044939.SAMEA5280069.GCA_900772465.1	42.7	GCA_900772465.1			1810886		GB_GCA_900772465.1
40518.SAMEA6149602.GCA_902769425.1	39.5	GCA_902769425.1			1855790		GB_GCA_902769425.1
165186.SAMEA8030126.GCA_905233145.1	45.1	GCA_905233145.1			2072424		GB_GCA_905233145.1
172733.SAMEA104666491.GCA_900315605.1	46.4	GCA_900315605.1			2423823		GB_GCA_900315605.1
165186.SAMEA6152501.GCA_902798365.1	51.5	GCA_902798365.1			2032059		GB_GCA_902798365.1
165186.SAMEA6150388.GCA_902777275.1	48.6	GCA_902777275.1			2587433		GB_GCA_902777275.1
165186.SAMEA6151150.GCA_902784855.1	57.2	GCA_902784855.1			2051145		GB_GCA_902784855.1
165186.SAMEA6150165.GCA_902775065.1	53.5	GCA_902775065.1	0	1	2198668	0	GB_GCA_902775065.1
165186.SAMEA6151945.GCA_902792845.1	54.9	GCA_902792845.1			2086729		GB_GCA_902792845.1
165186.SAMEA6152104.GCA_902794395.1	53.6	GCA_902794395.1			2207472		GB_GCA_902794395.1
165186.SAMEA6149506.GCA_902768535.1	54.4	GCA_902768535.1			1979702		GB_GCA_902768535.1
165186.SAMEA6152586.GCA_902799325.1	54.1	GCA_902799325.1			1856097		GB_GCA_902799325.1
165186.SAMEA6150301.GCA_902776375.1	50.3	GCA_902776375.1			2635318		GB_GCA_902776375.1
165186.SAMEA6150548.GCA_902778825.1	47.7	GCA_902778825.1			1989133		GB_GCA_902778825.1
165186.SAMEA6152209.GCA_902795515.1	48.4	GCA_902795515.1			2145159		GB_GCA_902795515.1
172733.SAMEA104666519.GCA_900316435.1	47.7	GCA_900316435.1			2087537		GB_GCA_900316435.1
165186.SAMEA6149388.GCA_902767325.1	50.3	GCA_902767325.1			1878062		GB_GCA_902767325.1
165186.SAMEA6150179.GCA_902775265.1	51.0	GCA_902775265.1			2128707		GB_GCA_902775265.1
165186.SAMEA8030338.GCA_905235295.1	47.4	GCA_905235295.1			1829394		GB_GCA_905235295.1
1952323.SAMN06451517.GCA_002368625.1	46.7	GCA_002368625.1	0	1	2268520	0	GB_GCA_002368625.1
165186.SAMEA6149438.GCA_902767845.1	51.7	GCA_902767845.1			1695111		GB_GCA_902767845.1
165186.SAMEA6150094.GCA_902774325.1	52.8	GCA_902774325.1			2110319		GB_GCA_902774325.1
165186.SAMEA6151060.GCA_902783975.1	54.6	GCA_902783975.1			1724915		GB_GCA_902783975.1
1200751.SAMN02910436.GCA_900100595.1	50.3	GCA_900100595.1	0	1	3059420	0	GB_GCA_900100595.1
165186.SAMEA6149542.GCA_902768905.1	53.6	GCA_902768905.1			2120949		GB_GCA_902768905.1
165186.SAMEA6149213.GCA_902765625.1	51.4	GCA_902765625.1			2142211		GB_GCA_902765625.1
165186.SAMEA6149144.GCA_902764905.1	51.1	GCA_902764905.1	0	1	2447222	0	GB_GCA_902764905.1
41978.SAMN16345313.GCA_017471345.1	50.7	GCA_017471345.1	0	1	2922095	0	GB_GCA_017471345.1
165186.SAMEA6151716.GCA_902790475.1	48.8	GCA_902790475.1			2735277		GB_GCA_902790475.1
165186.SAMEA6149871.GCA_902772065.1	47.6	GCA_902772065.1			1882057		GB_GCA_902772065.1
165186.SAMEA6151875.GCA_902792105.1	46.6	GCA_902792105.1			2063962		GB_GCA_902792105.1
172733.SAMEA104666587.GCA_900318495.1	46.8	GCA_900318495.1			1879254		GB_GCA_900318495.1
1898207.SAMN19225274.GCA_019415945.1	40.2	GCA_019415945.1	0	1	2100407	0	None
41978.SAMN08019808.GCA_003521625.1	41.7	GCA_003521625.1			1921738		GB_GCA_003521625.1
